Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,Credit_Score
33.0,4,43956.0,3820.0,4.0,5.0,4.0,0.0,4.0,7.0,2.0,3.0,1084.0,29.0,0.0,5.0,511.0,2.0
25.0,12,94587.0,7774.0,8.0,3.0,14.0,2.0,13.0,1.0,0.0,2.0,1194.0,20.0,80.0,6.0,881.0,1.0
26.0,13,43802.0,3468.0,10.0,5.0,33.0,6.0,8.0,11.0,9.0,2.0,2156.0,9.0,167.0,4.0,227.0,0.0
19.0,23,35844.0,2703.0,3.0,7.0,13.0,1.0,20.0,14.0,8.0,2.0,1072.0,20.0,24.0,5.0,445.0,1.0
31.0,10,14899.0,1414.0,4.0,3.0,14.0,7.0,17.0,8.0,9.0,2.0,2461.0,16.0,51.0,4.0,296.0,1.0
41.0,26,125905.0,10306.0,6.0,4.0,18.0,1.0,8.0,19.0,3.0,2.0,1416.0,18.0,81.0,3.0,811.0,1.0
42.0,26,17481.0,1736.0,4.0,6.0,5.0,2.0,19.0,0.0,0.0,3.0,1148.0,24.0,18.0,6.0,382.0,2.0
26.0,13,25626.0,2392.0,8.0,5.0,20.0,3.0,5.0,15.0,4.0,2.0,157.0,23.0,59.0,4.0,292.0,1.0
17.0,13,7471.0,597.0,8.0,8.0,18.0,6.0,17.0,22.0,8.0,2.0,1814.0,18.0,18.0,1.0,287.0,0.0
45.0,24,33531.0,2994.0,2.0,5.0,5.0,2.0,2.0,5.0,1.0,3.0,1033.0,30.0,35.0,5.0,399.0,2.0
39.0,15,32897.0,2468.0,3.0,3.0,5.0,3.0,15.0,11.0,0.0,2.0,342.0,26.0,47.0,3.0,336.0,1.0
29.0,4,45127.0,3466.0,9.0,6.0,33.0,9.0,26.0,3.0,8.0,1.0,2282.0,10.0,267.0,4.0,224.0,0.0
26.0,10,14810.0,1075.0,6.0,7.0,2.0,1.0,18.0,8.0,4.0,3.0,931.0,26.0,9.0,1.0,256.0,2.0
37.0,15,119443.0,10071.0,1.0,6.0,1.0,3.0,11.0,0.0,0.0,3.0,418.0,28.0,183.0,3.0,319.0,1.0
35.0,15,64930.0,5286.0,4.0,7.0,20.0,2.0,19.0,1.0,0.0,2.0,1239.0,21.0,91.0,4.0,350.0,1.0
34.0,4,50811.0,4387.0,6.0,4.0,20.0,3.0,16.0,13.0,5.0,2.0,1274.0,0.0,107.0,1.0,364.0,0.0
51.0,27,76353.0,6159.0,,6.0,4.0,1.0,5.0,8.0,4.0,3.0,752.0,30.0,477.0,6.0,700.0,2.0
41.0,23,34899.0,2764.0,10.0,5.0,15.0,3.0,11.0,12.0,11.0,2.0,2103.0,7.0,78.0,1.0,376.0,0.0
27.0,23,130210.0,10971.0,7.0,4.0,5.0,1.0,11.0,18.0,4.0,2.0,61.0,22.0,68.0,4.0,638.0,1.0
35.0,13,125264.0,10404.0,4.0,3.0,3.0,0.0,7.0,5.0,2.0,3.0,950.0,25.0,0.0,2.0,704.0,1.0
37.0,20,15659.0,1549.0,7.0,9.0,15.0,6.0,23.0,12.0,7.0,1.0,2521.0,9.0,68.0,4.0,251.0,0.0
28.0,19,80892.0,6767.0,8.0,5.0,23.0,6.0,13.0,14.0,11.0,2.0,1701.0,6.0,250.0,5.0,588.0,0.0
36.0,27,38555.0,3292.0,2.0,3.0,4.0,4.0,10.0,5.0,3.0,3.0,353.0,20.0,75.0,2.0,249.0,2.0
14.0,26,35133.0,2883.0,4.0,4.0,8.0,3.0,12.0,7.0,4.0,2.0,586.0,0.0,45.0,5.0,435.0,1.0
53.0,26,63407.0,5052.0,1.0,3.0,4.0,4.0,2.0,6.0,4.0,3.0,768.0,19.0,181.0,1.0,415.0,1.0
36.0,10,7079.0,668.0,9.0,9.0,19.0,7.0,19.0,27.0,8.0,1.0,3189.0,14.0,35.0,2.0,271.0,1.0
35.0,26,107289.0,9031.0,6.0,4.0,7.0,3.0,9.0,7.0,0.0,2.0,815.0,22.0,207.0,3.0,481.0,1.0
36.0,10,19078.0,1697.0,9.0,5.0,34.0,6.0,23.0,29.0,9.0,1.0,2982.0,10.0,83.0,2.0,282.0,1.0
38.0,13,11954.0,932.0,5.0,6.0,18.0,1.0,12.0,0.0,2.0,2.0,74.0,16.0,7.0,2.0,308.0,1.0
40.0,16,85059.0,6851.0,4.0,3.0,17.0,5.0,15.0,13.0,8.0,2.0,353.0,17.0,207.0,1.0,255.0,1.0
15.0,4,35161.0,2930.0,10.0,8.0,32.0,6.0,24.0,2.0,12.0,1.0,4445.0,7.0,113.0,1.0,346.0,0.0
27.0,20,91690.0,7795.0,2.0,6.0,2.0,2.0,8.0,4.0,2.0,3.0,1295.0,31.0,130.0,6.0,732.0,2.0
34.0,12,56047.0,4422.0,3.0,6.0,1.0,4.0,8.0,6.0,1.0,3.0,990.0,20.0,115.0,2.0,159.0,2.0
20.0,23,63856.0,5320.0,7.0,7.0,13.0,5.0,16.0,12.0,8.0,2.0,1240.0,12.0,233.0,3.0,242.0,1.0
43.0,20,39859.0,3102.0,4.0,3.0,1.0,1.0,7.0,6.0,3.0,3.0,1281.0,32.0,21.0,5.0,416.0,2.0
45.0,16,132314.0,10973.0,1.0,3.0,11.0,4.0,5.0,11.0,3.0,3.0,39.0,23.0,363.0,5.0,797.0,2.0
20.0,10,133410.0,11387.0,1.0,3.0,4.0,0.0,5.0,1.0,3.0,3.0,933.0,27.0,0.0,5.0,1198.0,2.0
31.0,23,102339.0,8411.0,7.0,6.0,20.0,6.0,16.0,12.0,9.0,2.0,1015.0,5.0,391.0,2.0,22.0,1.0
39.0,24,120009.0,10242.0,5.0,1.0,7.0,4.0,1.0,6.0,0.0,3.0,446.0,28.0,230.0,5.0,758.0,1.0
47.0,15,49652.0,3889.0,3.0,3.0,14.0,2.0,16.0,7.0,2.0,2.0,1410.0,24.0,44.0,6.0,530.0,1.0
40.0,16,65454.0,5205.0,4.0,4.0,17.0,1.0,12.0,11.0,0.0,2.0,768.0,29.0,28.0,1.0,221.0,1.0
15.0,18,51461.0,4305.0,3.0,4.0,16.0,7.0,10.0,9.0,8.0,2.0,949.0,6.0,298.0,5.0,299.0,1.0
34.0,12,9999.0,888.0,8.0,6.0,14.0,3.0,12.0,1.0,2.0,2.0,153.0,27.0,21.0,1.0,244.0,1.0
19.0,22,56023.0,4943.0,8.0,5.0,23.0,8.0,25.0,5.0,6.0,1.0,3745.0,9.0,296.0,6.0,336.0,0.0
21.0,24,68498.0,5715.0,6.0,9.0,23.0,5.0,15.0,8.0,12.0,1.0,1825.0,15.0,156.0,3.0,427.0,0.0
28.0,10,20616.0,1784.0,6.0,6.0,15.0,6.0,19.0,22.0,10.0,1.0,3389.0,10.0,70.0,2.0,337.0,1.0
42.0,12,52384.0,4238.0,9.0,5.0,20.0,7.0,16.0,16.0,9.0,2.0,1533.0,7.0,265.0,3.0,31.0,0.0
48.0,26,88668.0,7565.0,5.0,4.0,2.0,3.0,5.0,5.0,0.0,3.0,809.0,17.0,220.0,2.0,376.0,0.0
54.0,12,17525.0,1261.0,6.0,3.0,19.0,2.0,13.0,17.0,4.0,2.0,903.0,30.0,22.0,1.0,265.0,1.0
37.0,13,20961.0,1833.0,10.0,10.0,16.0,3.0,18.0,7.0,12.0,2.0,1917.0,16.0,43.0,1.0,199.0,0.0
37.0,16,17756.0,1630.0,7.0,3.0,32.0,5.0,15.0,16.0,8.0,2.0,2688.0,15.0,71.0,1.0,222.0,0.0
20.0,24,33000.0,2772.0,8.0,4.0,10.0,4.0,14.0,19.0,0.0,2.0,33.0,0.0,57.0,3.0,263.0,1.0
39.0,19,10341.0,761.0,7.0,6.0,16.0,8.0,23.0,4.0,12.0,1.0,2712.0,7.0,50.0,4.0,267.0,0.0
19.0,4,135452.0,11212.0,,3.0,2.0,1.0,11.0,1.0,0.0,3.0,257.0,20.0,69.0,5.0,1122.0,1.0
45.0,13,83627.0,6843.0,6.0,7.0,9.0,3.0,18.0,8.0,8.0,2.0,2312.0,8.0,189.0,6.0,602.0,1.0
55.0,24,22425.0,2018.0,3.0,5.0,12.0,2.0,5.0,-0.0,3.0,3.0,1048.0,27.0,19.0,5.0,392.0,2.0
42.0,20,13019.0,863.0,7.0,4.0,13.0,1.0,15.0,0.0,3.0,2.0,937.0,26.0,5.0,1.0,288.0,0.0
18.0,15,73732.0,6048.0,9.0,10.0,30.0,9.0,16.0,1.0,8.0,1.0,2186.0,7.0,526.0,2.0,60.0,0.0
54.0,27,30084.0,2375.0,5.0,5.0,7.0,3.0,18.0,10.0,4.0,2.0,115.0,15.0,52.0,5.0,401.0,1.0
35.0,12,62792.0,5157.0,7.0,6.0,26.0,2.0,18.0,3.0,6.0,1.0,2362.0,10.0,100.0,2.0,400.0,0.0
31.0,26,37824.0,3104.0,3.0,6.0,3.0,4.0,12.0,4.0,1.0,3.0,568.0,26.0,115.0,5.0,339.0,2.0
37.0,20,20269.0,1617.0,7.0,6.0,29.0,7.0,24.0,15.0,8.0,1.0,4459.0,2.0,91.0,1.0,195.0,1.0
46.0,10,39379.0,3428.0,2.0,1.0,8.0,0.0,11.0,6.0,208.0,3.0,711.0,27.0,0.0,3.0,305.0,2.0
22.0,10,25312.0,1857.0,3.0,6.0,5.0,2.0,17.0,17.0,2.0,2.0,893.0,20.0,37.0,4.0,279.0,1.0
36.0,21,130793.0,10957.0,6.0,6.0,20.0,3.0,10.0,11.0,7.0,2.0,298.0,16.0,179.0,1.0,332.0,1.0
16.0,21,68533.0,5665.0,5.0,3.0,12.0,5.0,15.0,15.0,6.0,2.0,817.0,8.0,256.0,3.0,103.0,1.0
19.0,10,16644.0,1677.0,6.0,7.0,28.0,2.0,24.0,6.0,10.0,1.0,1415.0,18.0,16.0,3.0,346.0,0.0
49.0,18,22158.0,1597.0,2.0,5.0,5.0,1.0,0.0,11.0,0.0,3.0,720.0,26.0,18.0,1.0,221.0,2.0
39.0,26,17309.0,1616.0,6.0,4.0,19.0,0.0,15.0,7.0,2.0,2.0,1348.0,26.0,0.0,1.0,253.0,1.0
24.0,18,65536.0,5359.0,5.0,2.0,6.0,4.0,7.0,7.0,1.0,3.0,69.0,16.0,163.0,1.0,340.0,2.0
34.0,4,57983.0,4720.0,9.0,8.0,31.0,8.0,19.0,7.0,12.0,1.0,3532.0,0.0,200.0,1.0,295.0,0.0
33.0,18,40924.0,3469.0,3.0,5.0,4.0,3.0,2.0,8.0,0.0,3.0,1204.0,26.0,68.0,5.0,446.0,2.0
36.0,18,18508.0,1678.0,9.0,6.0,23.0,5.0,25.0,20.0,9.0,1.0,3019.0,0.0,64.0,3.0,312.0,0.0
48.0,4,134775.0,11379.0,,3.0,11.0,3.0,3.0,0.0,2.0,3.0,1370.0,0.0,276.0,5.0,773.0,2.0
37.0,15,62616.0,5271.0,7.0,5.0,20.0,7.0,14.0,28.0,7.0,1.0,4420.0,2.0,322.0,1.0,24.0,1.0
27.0,24,18184.0,1336.0,7.0,6.0,34.0,6.0,22.0,9.0,8.0,1.0,1494.0,15.0,88.0,1.0,198.0,0.0
41.0,13,118988.0,9680.0,5.0,3.0,3.0,3.0,7.0,4.0,1.0,3.0,707.0,31.0,198.0,6.0,847.0,1.0
23.0,10,20538.0,1957.0,8.0,10.0,23.0,6.0,17.0,3.0,6.0,1.0,2708.0,12.0,76.0,3.0,209.0,0.0
21.0,13,46246.0,3775.0,7.0,5.0,11.0,7.0,16.0,9.0,4.0,2.0,1120.0,0.0,223.0,5.0,265.0,1.0
33.0,26,27324.0,2295.0,6.0,7.0,20.0,0.0,18.0,16.0,6.0,2.0,1385.0,13.0,0.0,3.0,423.0,1.0
27.0,12,12498.0,1173.0,5.0,3.0,18.0,4.0,9.0,13.0,0.0,2.0,695.0,30.0,30.0,3.0,311.0,1.0
45.0,10,15428.0,1405.0,8.0,8.0,30.0,2.0,26.0,15.0,13.0,1.0,2664.0,16.0,14.0,1.0,316.0,0.0
21.0,10,18063.0,1404.0,4.0,3.0,15.0,5.0,19.0,9.0,5.0,2.0,1184.0,17.0,43.0,2.0,334.0,1.0
42.0,13,119643.0,10127.0,3.0,2.0,8.0,2.0,5.0,2.0,2.0,3.0,186.0,24.0,103.0,5.0,839.0,2.0
41.0,22,30117.0,2312.0,7.0,7.0,29.0,3.0,8.0,10.0,11.0,2.0,1512.0,5.0,51.0,3.0,234.0,0.0
45.0,16,51647.0,4305.0,6.0,8.0,19.0,3.0,12.0,12.0,11.0,2.0,2121.0,0.0,117.0,4.0,448.0,0.0
41.0,24,81887.0,7079.0,5.0,3.0,26.0,6.0,14.0,10.0,7.0,2.0,1882.0,16.0,407.0,2.0,324.0,0.0
26.0,17,73802.0,5971.0,8.0,10.0,17.0,8.0,18.0,17.0,6.0,1.0,3626.0,5.0,487.0,6.0,309.0,0.0
24.0,20,67726.0,5840.0,8.0,7.0,20.0,2.0,9.0,8.0,1.0,2.0,337.0,24.0,93.0,5.0,507.0,1.0
19.0,18,57994.0,4653.0,3.0,5.0,1.0,2.0,1.0,9.0,2.0,3.0,1096.0,0.0,92.0,3.0,234.0,1.0
22.0,22,7895.0,911.0,5.0,10.0,34.0,5.0,13.0,8.0,15.0,2.0,2659.0,19.0,26.0,1.0,283.0,0.0
22.0,20,102287.0,8526.0,6.0,6.0,8.0,1.0,21.0,10.0,0.0,2.0,1156.0,27.0,57.0,4.0,574.0,1.0
55.0,16,35940.0,2718.0,5.0,3.0,11.0,1.0,6.0,10.0,0.0,3.0,237.0,29.0,17.0,4.0,359.0,2.0
37.0,20,31153.0,2543.0,2.0,5.0,9.0,3.0,9.0,-1.0,1.0,3.0,737.0,18.0,68.0,1.0,331.0,2.0
52.0,4,32021.0,2444.0,2.0,1.0,7.0,3.0,1.0,10.0,2.0,3.0,1317.0,32.0,56.0,3.0,242.0,2.0
28.0,18,42951.0,3580.0,,3.0,5.0,4.0,7.0,11.0,2.0,3.0,1077.0,23.0,80.0,5.0,467.0,2.0
40.0,10,33751.0,2948.0,5.0,5.0,20.0,3.0,20.0,11.0,4.0,2.0,1328.0,19.0,65.0,5.0,362.0,1.0
23.0,15,74349.0,6133.0,,3.0,2.0,2.0,0.0,1.0,2.0,3.0,929.0,28.0,66.0,2.0,545.0,2.0
22.0,24,18743.0,1550.0,4.0,7.0,24.0,3.0,15.0,13.0,6.0,2.0,2019.0,10.0,44.0,1.0,212.0,0.0
31.0,19,51113.0,4356.0,7.0,9.0,30.0,9.0,25.0,20.0,9.0,1.0,3164.0,0.0,214.0,2.0,335.0,1.0
50.0,21,40656.0,3472.0,,6.0,7.0,1.0,9.0,1.0,2.0,3.0,681.0,17.0,33.0,4.0,483.0,0.0
20.0,15,102665.0,8737.0,5.0,3.0,15.0,6.0,19.0,19.0,8.0,2.0,969.0,8.0,473.0,2.0,213.0,1.0
31.0,10,16972.0,1378.0,6.0,10.0,17.0,5.0,15.0,27.0,15.0,1.0,4348.0,8.0,48.0,2.0,255.0,1.0
53.0,4,22933.0,1873.0,8.0,7.0,19.0,4.0,10.0,6.0,4.0,2.0,328.0,20.0,38.0,1.0,309.0,1.0
44.0,22,62538.0,5371.0,2.0,5.0,8.0,3.0,3.0,1.0,1.0,3.0,1375.0,21.0,87.0,5.0,641.0,0.0
29.0,22,76593.0,6402.0,6.0,9.0,27.0,3.0,13.0,0.0,9.0,1.0,1864.0,17.0,96.0,5.0,651.0,0.0
15.0,19,26065.0,2342.0,7.0,5.0,9.0,2.0,16.0,14.0,6.0,2.0,388.0,7.0,22.0,6.0,413.0,1.0
34.0,24,32510.0,2678.0,7.0,8.0,32.0,2.0,16.0,14.0,8.0,2.0,2305.0,13.0,35.0,5.0,446.0,0.0
28.0,15,19852.0,1413.0,7.0,8.0,29.0,6.0,17.0,1.0,8.0,1.0,2625.0,15.0,52.0,1.0,318.0,0.0
18.0,16,38029.0,3032.0,10.0,9.0,18.0,5.0,23.0,29.0,11.0,1.0,2850.0,10.0,111.0,1.0,220.0,0.0
56.0,20,13251.0,1318.0,4.0,3.0,13.0,1.0,17.0,6.0,3.0,2.0,921.0,18.0,5.0,1.0,317.0,1.0
15.0,27,9848.0,629.0,8.0,7.0,9.0,6.0,10.0,11.0,6.0,2.0,227.0,8.0,32.0,1.0,284.0,1.0
33.0,10,56663.0,4637.0,7.0,10.0,29.0,5.0,15.0,20.0,6.0,1.0,2939.0,10.0,194.0,5.0,419.0,1.0
38.0,10,8475.0,794.0,10.0,10.0,22.0,3.0,25.0,5.0,11.0,1.0,2033.0,10.0,12.0,1.0,318.0,0.0
44.0,27,49657.0,4193.0,8.0,5.0,27.0,5.0,20.0,24.0,10.0,1.0,3469.0,2.0,187.0,5.0,369.0,0.0
34.0,23,42018.0,3544.0,,7.0,6.0,2.0,10.0,10.0,0.0,3.0,421.0,19.0,46.0,4.0,348.0,2.0
21.0,24,17816.0,1657.0,10.0,7.0,29.0,9.0,27.0,1.0,12.0,1.0,2422.0,0.0,68.0,4.0,295.0,0.0
33.0,19,86274.0,6929.0,6.0,7.0,12.0,3.0,10.0,13.0,0.0,2.0,138.0,0.0,167.0,2.0,500.0,1.0
37.0,18,62629.0,5028.0,8.0,7.0,32.0,8.0,17.0,24.0,10.0,1.0,2606.0,10.0,374.0,5.0,235.0,1.0
28.0,18,76092.0,6055.0,4.0,6.0,12.0,6.0,8.0,14.0,8.0,2.0,1266.0,0.0,208.0,6.0,488.0,1.0
23.0,22,18374.0,1391.0,6.0,6.0,20.0,5.0,15.0,10.0,4.0,2.0,1722.0,10.0,50.0,2.0,309.0,0.0
29.0,4,52595.0,4532.0,9.0,7.0,28.0,6.0,9.0,8.0,9.0,2.0,1394.0,18.0,244.0,5.0,296.0,0.0
22.0,13,20622.0,1479.0,7.0,6.0,21.0,3.0,15.0,13.0,11.0,2.0,2528.0,9.0,32.0,1.0,312.0,0.0
38.0,18,9958.0,531.0,10.0,10.0,28.0,3.0,21.0,7.0,14.0,1.0,1953.0,8.0,15.0,2.0,278.0,1.0
22.0,4,60159.0,4975.0,4.0,7.0,15.0,0.0,19.0,10.0,4.0,2.0,686.0,24.0,0.0,5.0,601.0,1.0
41.0,13,35733.0,2953.0,4.0,3.0,11.0,2.0,5.0,2.0,2.0,3.0,63.0,31.0,44.0,5.0,419.0,2.0
26.0,27,20762.0,1651.0,8.0,10.0,23.0,5.0,16.0,11.0,10.0,1.0,1671.0,16.0,75.0,5.0,288.0,0.0
33.0,21,96826.0,7933.0,8.0,5.0,7.0,0.0,18.0,8.0,3.0,2.0,1290.0,25.0,0.0,6.0,945.0,1.0
23.0,22,14618.0,1214.0,8.0,4.0,20.0,6.0,18.0,13.0,8.0,2.0,408.0,18.0,43.0,5.0,292.0,2.0
27.0,27,8983.0,968.0,6.0,5.0,24.0,3.0,19.0,1.0,7.0,1.0,2238.0,7.0,19.0,4.0,304.0,0.0
14.0,18,75888.0,6620.0,3.0,6.0,11.0,6.0,11.0,15.0,460.0,2.0,1149.0,8.0,288.0,6.0,555.0,1.0
24.0,26,82823.0,7098.0,4.0,5.0,18.0,2.0,11.0,10.0,7.0,2.0,171.0,12.0,118.0,5.0,563.0,1.0
54.0,15,150755.0,12764.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,3.0,559.0,31.0,470.0,3.0,396.0,2.0
23.0,10,42941.0,3311.0,6.0,9.0,26.0,3.0,19.0,13.0,7.0,2.0,2328.0,10.0,97.0,5.0,405.0,0.0
43.0,16,37424.0,3182.0,4.0,5.0,5.0,2.0,6.0,6.0,1.0,3.0,509.0,28.0,62.0,6.0,420.0,2.0
18.0,24,33349.0,2925.0,4.0,1.0,3.0,2.0,4.0,8.0,2.0,3.0,248.0,18.0,45.0,1.0,296.0,2.0
22.0,20,69865.0,5775.0,3.0,4.0,7.0,0.0,11.0,14.0,2.0,2.0,656.0,0.0,0.0,5.0,671.0,1.0
46.0,22,126091.0,10406.0,1.0,5.0,6.0,0.0,3.0,5.0,2.0,3.0,1456.0,19.0,0.0,6.0,1168.0,2.0
34.0,20,35292.0,2715.0,3.0,3.0,8.0,2.0,7.0,7.0,2.0,2.0,996.0,21.0,51.0,3.0,273.0,1.0
29.0,24,46722.0,3781.0,9.0,9.0,18.0,9.0,22.0,-2.0,11.0,1.0,4764.0,8.0,284.0,5.0,259.0,0.0
49.0,18,96275.0,8101.0,6.0,6.0,19.0,1.0,18.0,0.0,1.0,2.0,999.0,26.0,64.0,5.0,846.0,1.0
25.0,10,31380.0,2356.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,1027.0,24.0,74.0,5.0,334.0,2.0
45.0,15,18295.0,1456.0,7.0,6.0,27.0,7.0,13.0,13.0,11.0,2.0,2041.0,18.0,69.0,1.0,175.0,0.0
35.0,20,27412.0,2499.0,6.0,7.0,15.0,3.0,13.0,8.0,4.0,2.0,80.0,0.0,56.0,1.0,175.0,1.0
33.0,10,15713.0,1313.0,7.0,8.0,23.0,2.0,11.0,12.0,6.0,2.0,2271.0,10.0,20.0,1.0,315.0,0.0
24.0,4,20196.0,1679.0,9.0,9.0,17.0,7.0,21.0,26.0,11.0,1.0,2971.0,5.0,66.0,5.0,310.0,1.0
34.0,13,31302.0,2855.0,6.0,9.0,33.0,5.0,25.0,14.0,11.0,1.0,1264.0,6.0,77.0,3.0,388.0,0.0
27.0,12,32117.0,2720.0,6.0,6.0,6.0,4.0,18.0,19.0,7.0,2.0,1052.0,6.0,69.0,4.0,406.0,1.0
39.0,16,16724.0,1408.0,4.0,4.0,11.0,0.0,6.0,10.0,0.0,3.0,139.0,32.0,0.0,2.0,295.0,2.0
21.0,27,147058.0,12319.0,2.0,3.0,11.0,2.0,0.0,10.0,3.0,3.0,1377.0,28.0,193.0,3.0,806.0,2.0
29.0,15,79556.0,6378.0,8.0,5.0,19.0,0.0,20.0,9.0,7.0,2.0,1191.0,30.0,0.0,3.0,467.0,1.0
41.0,24,26526.0,2199.0,4.0,7.0,13.0,4.0,5.0,5.0,1.0,2.0,896.0,29.0,76.0,5.0,318.0,1.0
37.0,23,73610.0,6136.0,7.0,6.0,5.0,7.0,8.0,12.0,8.0,2.0,291.0,17.0,254.0,2.0,268.0,1.0
27.0,15,16474.0,1165.0,8.0,3.0,23.0,5.0,10.0,15.0,15.0,2.0,1538.0,17.0,68.0,1.0,186.0,0.0
30.0,21,86885.0,7471.0,3.0,6.0,10.0,4.0,4.0,10.0,1.0,3.0,1074.0,23.0,244.0,6.0,595.0,2.0
31.0,19,19506.0,1605.0,10.0,6.0,16.0,7.0,15.0,20.0,9.0,1.0,4850.0,12.0,111.0,1.0,245.0,1.0
39.0,27,66193.0,5463.0,7.0,7.0,11.0,0.0,19.0,11.0,5.0,2.0,1166.0,20.0,0.0,5.0,682.0,1.0
39.0,18,56483.0,4900.0,8.0,3.0,10.0,3.0,19.0,5.0,4.0,3.0,213.0,0.0,87.0,5.0,556.0,0.0
27.0,20,43820.0,3658.0,1.0,2.0,11.0,0.0,14.0,2.0,4.0,3.0,1301.0,26.0,0.0,2.0,482.0,2.0
23.0,23,36580.0,2926.0,8.0,5.0,15.0,0.0,10.0,4.0,2.0,2.0,716.0,17.0,0.0,3.0,455.0,1.0
37.0,19,56451.0,4813.0,4.0,6.0,7.0,7.0,17.0,12.0,4.0,2.0,1210.0,9.0,190.0,3.0,218.0,1.0
18.0,17,42803.0,3628.0,5.0,7.0,22.0,4.0,18.0,18.0,11.0,2.0,2394.0,17.0,73.0,4.0,465.0,0.0
35.0,27,11924.0,1156.0,3.0,5.0,9.0,0.0,12.0,18.0,0.0,2.0,347.0,29.0,0.0,1.0,291.0,1.0
24.0,12,38856.0,3337.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,3.0,1375.0,25.0,51.0,1.0,320.0,0.0
34.0,13,17791.0,1587.0,10.0,6.0,34.0,8.0,17.0,6.0,11.0,1.0,1682.0,10.0,116.0,3.0,251.0,0.0
35.0,22,19787.0,1379.0,6.0,6.0,22.0,6.0,15.0,16.0,12.0,1.0,3099.0,5.0,78.0,6.0,279.0,1.0
28.0,12,39800.0,3047.0,7.0,5.0,12.0,3.0,18.0,18.0,4.0,2.0,660.0,17.0,58.0,1.0,126.0,1.0
25.0,26,118124.0,9559.0,3.0,3.0,5.0,1.0,13.0,6.0,0.0,3.0,86.0,17.0,73.0,2.0,405.0,0.0
22.0,24,21677.0,1859.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,3.0,585.0,33.0,11.0,6.0,371.0,2.0
24.0,19,29563.0,2704.0,8.0,7.0,17.0,5.0,20.0,10.0,10.0,2.0,1736.0,13.0,82.0,1.0,143.0,0.0
18.0,20,15339.0,1060.0,7.0,5.0,17.0,8.0,19.0,8.0,12.0,1.0,3981.0,0.0,99.0,1.0,162.0,0.0
42.0,21,35469.0,2833.0,3.0,4.0,10.0,0.0,13.0,2.0,1.0,2.0,1266.0,31.0,0.0,1.0,417.0,1.0
24.0,19,65844.0,5363.0,7.0,4.0,10.0,7.0,14.0,8.0,8.0,2.0,1460.0,19.0,199.0,5.0,399.0,1.0
45.0,27,80392.0,6633.0,9.0,10.0,19.0,6.0,23.0,10.0,9.0,1.0,4287.0,2.0,202.0,6.0,577.0,1.0
22.0,16,35970.0,2728.0,5.0,6.0,3.0,2.0,7.0,11.0,0.0,3.0,1351.0,16.0,51.0,1.0,186.0,2.0
14.0,13,7871.0,763.0,7.0,10.0,33.0,3.0,18.0,7.0,7.0,2.0,1953.0,19.0,10.0,1.0,256.0,0.0
44.0,20,18759.0,1455.0,8.0,6.0,34.0,9.0,20.0,29.0,8.0,1.0,,0.0,87.0,5.0,273.0,0.0
38.0,26,35917.0,3159.0,6.0,4.0,8.0,3.0,9.0,5.0,4.0,2.0,1213.0,17.0,70.0,1.0,371.0,1.0
21.0,27,53672.0,4589.0,9.0,5.0,27.0,6.0,20.0,9.0,10.0,1.0,1496.0,5.0,220.0,5.0,399.0,0.0
48.0,20,19042.0,1716.0,3.0,7.0,15.0,0.0,16.0,14.0,1.0,2.0,36.0,22.0,0.0,5.0,371.0,1.0
43.0,26,21039.0,1493.0,3.0,3.0,5.0,3.0,10.0,13.0,4.0,2.0,659.0,0.0,28.0,1.0,324.0,1.0
22.0,27,71010.0,5667.0,3.0,7.0,15.0,0.0,12.0,17.0,6.0,2.0,1472.0,19.0,0.0,5.0,616.0,1.0
53.0,19,20292.0,1974.0,7.0,5.0,4.0,0.0,13.0,3.0,3.0,3.0,414.0,21.0,0.0,3.0,332.0,2.0
22.0,4,14647.0,1105.0,,3.0,7.0,3.0,4.0,5.0,3.0,3.0,1196.0,26.0,21.0,1.0,311.0,1.0
40.0,23,52754.0,4205.0,9.0,6.0,27.0,6.0,16.0,8.0,11.0,1.0,1624.0,15.0,142.0,4.0,270.0,0.0
35.0,12,67845.0,5815.0,3.0,5.0,20.0,4.0,17.0,18.0,11.0,2.0,1478.0,18.0,129.0,6.0,590.0,0.0
40.0,10,83789.0,7051.0,7.0,5.0,2.0,2.0,17.0,9.0,3.0,3.0,1185.0,0.0,98.0,2.0,568.0,2.0
41.0,19,25856.0,1978.0,3.0,7.0,1.0,3.0,10.0,8.0,2.0,3.0,586.0,17.0,58.0,5.0,346.0,0.0
42.0,13,61503.0,4972.0,7.0,4.0,11.0,4.0,19.0,14.0,1.0,3.0,1150.0,32.0,179.0,1.0,193.0,2.0
14.0,22,8882.0,555.0,9.0,7.0,19.0,7.0,15.0,15.0,7.0,1.0,1580.0,19.0,27.0,1.0,247.0,0.0
